store,title,validFrom,validUntil,image,price,oldPrice,loyaltyRequired,storeSize,description,discountInfo,productBrand,discountDescription
"Maxima","Traškūs džiovinto sūrio kamuoliukai DŽIUGAS*, 3 rūšių, 40–45 % rieb. s. m., 40 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a004672.png","1.49","1.99","true","0","Iki 03.02","","",""
"Maxima","Veganiški čeburekai GOURMET GREEN*, 1 pak. (2 vnt. × 85 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a01c7fc.png","2.29","2.89","true","3","Iki 03.02 , nuo","","",""
"Maxima","Humusas WELL DONE*, 3 rūšių, 160–210 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a1540a8.png","1.09","1.29","false","0","1 kg ≥ 5,19 €","-15%","",""
"Maxima","Biskvitas su pieniniu kremu ir kakavos glaistu LILA VANILA*, 3 rūšių, 28,8 % rieb., 30 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a16cf54.png","0.49","0.79","true","0","Iki 03.02","","",""
"Maxima","Biskvitinis batonėlis Nestlé NESQUIK*, 2 rūšių, 21,3–21,5 % rieb., 26 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a121c5b.png","0.59","0.79","true","0","Iki 03.02","","",""
"Maxima","Veganiškas desertas su mėlynėmis GOURMET GREEN*, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a1c9502.png","1.99","2.29","true","3","Iki 03.02 , nuo","","",""
"Maxima","Kokosų kremas PLANTON CREAMO*, 15 % rieb., 200 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a183990.png","1.39","1.69","true","3","Iki 03.02 , nuo","","",""
"Maxima","Valgomasis jogurtas NESTLÉ KIT KAT; NESQUIK*, 2 rūšių, 4,9–8 % rieb., 115–120 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a0ea70d.png","0.79","1.09","true","2","Iki 03.02 , nuo","","",""
"Maxima","Valgomasis jogurtas PASCUAL*, 2 rūšių, 8,5 % rieb., 1 pak. (4 vnt. × 120 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a19bf90.png","2.29","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Valgomasis jogurtas DANONKI*, 3 rūšių, 2–2,2 % rieb., 70 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a1b27d7.png","0.69","0.85","true","0","Iki 03.02","","",""
"Maxima","Jogurto gėrimas VALIO GEFILUS be laktozės*, 2 rūšių, 1,1 % rieb., 1 dėž. (4 vnt. × 100 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a10cda7.png","1.79","2.39","true","2","Iki 03.02 , nuo","","",""
"Maxima","Skoniniai šiaudeliai pienui QUICK MILK*, 4 rūšių, 2 pak. × 30 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a13aed8.png","0.99","","false","0","1 kg – 33,00 €","","",""
"Maxima","Sūriams PRESIDENT*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/698d8f8b79bf3.png","","","false","0","Iki 03.02","-30%","",""
"Maxima","Tepamasis sūris PHILADELPHIA ORIGINAL*, 21 % rieb., 300 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b10159.png","2.29","4.29","false","0","1 kg – 7,63 €","-46%","",""
"Maxima","Lydytas sūris riekelėmis HOCHLAND*, 3 rūšių, 19–20 % rieb. s. m., 130 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9baa4b9.png","1.29","2.09","false","0","1 kg – 9,92 €","-38%","",""
"Maxima","Pieno batonėliai KINDER MAXI KING*, 37,5 % rieb., 1 pak. (3 vnt. × 35 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b3eefc.png","1.99","2.89","false","0","1 kg – 18,95 €","-31%","",""
"Maxima","Lydytas sviestas GHEE WELL DONE*, 99,8 % rieb., 500 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9c23f2d.png","6.99","10.49","false","0","1 kg – 13,98 €","-33%","",""
"Maxima","Majonezas HELLMANN’S ORIGINAL*, 76 % rieb., 625 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9940f8f.png","2.99","5.79","false","0","1 l – 4,78 €","-48%","",""
"Maxima","Šviežia upėtakio filė su oda*, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32008dfdb.png","12.99","16.99","false","0","Iki 02.23","-23%","",""
"Maxima","Atšildytos virtos baltakojės blyškiosios krevetės*, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320198f79.png","8.99","13.99","false","2","Iki 02.23 , nuo","-35%","",""
"Maxima","Šviežios auksaspalvės dorados*, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32006c880.png","12.99","16.99","false","2","Iki 02.23 , nuo","-23%","",""
"Maxima","Atitirpinta paltusinė plekšnė*, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320105805.png","5.99","7.99","false","2","Iki 02.23 , nuo","-25%","",""
"Maxima","Lašišų filė su medaus ir garstyčių marinatu WELL DONE*, fasuota, 250 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320128621.png","6.29","7.49","false","2","1 kg – 25,16 €","-16%","",""
"Maxima","Silkių filė ZIGMAS MATES*, 2 rūšių, 190–240 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3200b3163.png","1.99","2.79","false","0","1 kg ≥ 8,29 €","-28%","",""
"Maxima","Sūdyta silkių filė be aliejaus WELL DONE*, 2 rūšių, 190 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3201ebd79.png","1.59","2.29","false","0","1 kg – 8,37 €","-30%","",""
"Maxima","Sūdyti silkių filė gabaliukai DESĖ*, 200 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32021ffec.png","1.59","1.99","false","0","1 kg – 7,95 €","-20%","",""
"Maxima","Silkių filė gabaliukai VIČI ATLANTIDA*, 3 rūšių, 200 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eea8f1c.png","1.69","2.29","false","2","1 kg – 8,45 €","-26%","",""
"Maxima","Kepti atlantinių silkių filė gabaliukai drebučiuose DAUPARŲ ŽUVIS*, 300 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ee7bfc9.png","1.99","2.49","false","2","1 kg – 6,63 €","-20%","",""
"Maxima","Sūdyta; šaltai rūkyta pjaustyta atlantinių lašišų filė WELL DONE*, 2 rūšių, 100 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ee64c10.png","2.79","3.79","false","0","1 kg – 27,90 €","-26%","",""
"Maxima","Vaivorykštinių upėtakių ikrai WELL DONE*, 200 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fd6ee71.png","9.99","18.99","false","0","1 kg – 49,95 €","-47%","",""
"Maxima","Lašišų filė WELL DONE*, 3 rūšių, 170 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fe020c6.png","1.79","2.39","false","0","1 kg – 10,53 €","-25%","",""
"Maxima","Gelsvauodegių tunų gabaliukai WELL DONE*, 3 rūšių, 185 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fdb2009.png","2.29","3.29","false","0","1 kg – 12,38 €","-30%","",""
"Maxima","Tuno paštetas ARGETA*, 2 rūšių, 95 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99f3df8b.png","1.59","2.09","false","0","1 kg – 16,74 €","-23%","",""
"Maxima","Tunai JOHN WEST*, 2 rūšių, 85 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99f27e80.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Stintenių ikrų užtepėlė su krevetėmis; lašiša VIČI*, 2 rūšių, 160 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99f52a79.png","1.99","3.29","true","0","Iki 03.02","","",""
"Maxima","Sūdyti ir vytinti geltondryžiai selarai; menkių griežinėliai MSDM*, 2 rūšių, 36 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99f6bd78.png","1.19","1.69","true","0","Iki 03.02","","",""
"Maxima","Nesmulkinti tunai CALVO*, 3 rūšių, 240 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f98a9ea4.png","2.65","5.29","false","0","1 kg – 11,04 €","-49%","",""
"Maxima","Krabų skonio lazdelėms iš surimio VIČI*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9adc2f0.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Kibinas su mėsos; vištienos; daržovių įdaru*, 3 rūšių, 2 vnt. × 105–115 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fcf3b6f.png","1.49","","false","0","1 kg ≥ 6,48 €","","",""
"Maxima","Veganiška duona su kanapėmis*, 390 g, 1 vnt","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fc52363.png","1.29","1.45","false","0","1 kg – 3,31 €","-11%","",""
"Maxima","Akmeninėje krosnyje kepta duona*, 500 g, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fd216eb.png","1.39","1.59","false","0","1 kg – 2,78 €","-12%","",""
"Maxima","Bandelė VARŠKINĖ SRAIGĖ (atitirpinta)*, 3 vnt. × 60 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fc13ffc.png","0.99","","false","0","1 kg – 5,50 €","","",""
"Maxima","Spurga BUBBLE GUM IŠDAIGA (atitirpinta)*, 2 vnt. × 55 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fcd5838.png","0.99","","false","0","1 kg – 9,00 €","","",""
"Maxima","Dešrainis*, 140 g, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fd44dd5.png","1.39","1.59","false","0","1 kg – 9,93 €","-12%","",""
"Maxima","Pyragėlis su bananų skonio įdaru LANKELIS*, 2 vnt. × 90 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fc333f3.png","0.99","","false","0","1 kg – 5,50 €","","",""
"Maxima","VERBŪNŲ pyragas su cinamonu*, 550 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fc95636.png","1.79","1.99","false","2","1 kg – 3,25 €","-10%","",""
"Maxima","Sviestinis mini kruasanas*, 5 vnt. × 19 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99f11f5e.png","0.99","","false","0","1 kg – 52,11 €","","",""
"Maxima","Šokoladinis BIRŽŲ DUONOS DUBAJAUS pyragėlis (atitirpintas)*, 105 g, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99fc545e.png","1.99","2.49","true","2","Iki 03.02 , nuo","","",""
"Maxima","Kruasanas su karameliniu įdaru*, 75 g, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f979e7d1.png","0.39","0.69","false","0","1 kg – 2,60 €","-43%","",""
"Maxima","Raikytas KLAIPĖDOS batonas*, 400 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32040cde3.png","1.09","1.39","false","0","1 kg – 2,73 €","-21%","",""
"Maxima","GARDĖSIO raikyta TIP TOP; SUMUŠTINIŲ duona*, 2 rūšių, 240–500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3204ac84f.png","1.29","1.59","false","0","1 kg ≥ 2,58 €","-18%","",""
"Maxima","VERBŪNŲ plikyta duona*, 2 rūšių, 600–800 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ff592b8.png","1.39","1.69","false","2","1 kg ≥ 1,74 €","-17%","",""
"Maxima","TIKRA ruginė duona LIETUVOS KEPĖJAS*, 730 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ff0f991.png","1.19","2.35","false","2","1 kg – 1,63 €","-49%","",""
"Maxima","GARDĖSIO raikyta juoda duona JORĖ su saulėgrąžomis*, 580 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ff3374c.png","1.99","2.49","false","0","1 kg – 3,43 €","-20%","",""
"Maxima","Mėsainių; dešrainių bandelės VILNIAUS DUONA*, 3 rūšių, 280–320 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fa15212.png","2.39","2.99","false","0","1 kg ≥ 7,47 €","-20%","",""
"Maxima","BIRŽŲ DUONOS sumuštinių bandelės ŠMEIGELIAI*, 2 rūšių, 320–340 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f97d3b78.png","1.79","2.89","false","0","1 kg ≥ 5,26 €","-38%","",""
"Maxima","Perkant 2 ar daugiau šaldytų prekių, taikoma 30 % nuolaida*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eabe6d1.png","","","false","0","Iki 02.23","-30%","",""
"Maxima","Šaldyti močiai BOUJEE*, 2 rūšių, 1 dėž. (6 vnt. × 40 g)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb78ed6.png","2.79","3.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Šaldyta ryklinių šamų filė be odos NOWACO*, 560 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fe47f8e.png","3.15","4.55","true","0","Iki 02.23","","",""
"Maxima","Šaldytos virtos baltakojės krevetės su uodegėlėmis MY CATCH*, 250 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31fd91073.png","5.59","7.99","false","2","1 kg – 22,36 €","-30%","",""
"Maxima","Šaldyti KARALIŠKIEJI koldūnai su mėsos įdaru LIŪTUKAS IR KO*, 800 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed7e662.png","3.69","6.19","true","0","Iki 02.23","","",""
"Maxima","Šaldyti LIŪTUKAS IR KO koldūnai KAKĖ MAKĖ su vištienos įdaru*, 400 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eddb9e2.png","3.19","4.59","true","2","Iki 02.23 , nuo","","",""
"Maxima","Šaldyti MAMOS tarkuotų bulvių cepelinai su mėsos įdaru JUDEX*, 800 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ee2e955.png","2.89","4.19","true","0","Iki 02.23","","",""
"Maxima","Šaldytos gruzdintos bulvytės FARM FRITES LONG & CRUNCHY*, 600 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31edc366a.png","1.95","2.79","true","0","Iki 02.23","","",""
"Maxima","Šaldyta pica WELL DONE SPECIALE; SALAMI*, 2 rūšių, 325–370 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ee4d64c.png","1.69","2.49","true","0","Iki 02.23","","",""
"Maxima","Šaldyti sviestiniai kruasanai; bandelės BEATOS VIRTUVĖ*, 2 rūšių, 320–350 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31edadc78.png","3.39","4.89","false","2","1 kg ≥ 9,69 €","-30%","",""
"Maxima","Plombyras puodelyje AURUM RETRO*, 2 rūšių, 70 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed67e33.png","0.69","1.09","false","0","1 kg – 9,86 €","-36%","",""
"Maxima","Valgomieji ledai ragelyje BALTIJA*, 3 rūšių, 81–95 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed97061.png","1.49","2.49","false","0","1 kg ≥ 15,68 €","-40%","",""
"Maxima","Valgomieji ledai; plombyras KLASIKA*, 3 rūšių, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed4d72c.png","2.99","4.29","true","0","Iki 02.23","","",""
"Maxima","Valgomiesiems ledams DIONE*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ef281b0.png","","","false","0","Iki 02.23","-30%","",""
"Maxima","Vanilinis plombyras indelyje WELL DONE*, 3 rūšių, 310 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eed6a5f.png","2.69","3.89","false","0","1 kg – 8,68 €","-30%","",""
"Maxima","Šaldyta tartaletė WELL DONE PREMIUM*, 2 rūšių, 420–480 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a1e80a9.png","5.99","8.49","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldyti keksiukai; kruasanai su įdaru NUTELLA*, 2 rūšių, 264–340 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a294d85.png","4.99","5.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Plombyras indelyje MIO & RIO*, 2 rūšių, 310 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a27e072.png","1.99","2.99","true","0","Iki 03.02","","",""
"Maxima","Valgomieji ledai indelyje ZOZOLE, citrinų ir braškių skonio*, 312 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a250494.png","1.19","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Valgomieji ledai ant pagaliuko ZOZOLE, dviejų skonių*, 91 g, 1 dėž. (6 vnt.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a2aae21.png","2.99","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Valgomieji ledai ant pagaliuko MILKA MINI*, 222 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a22189f.png","4.99","7.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Valgomieji ledai su sausainių gabaliukais OREO MINI*, 204 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a208ae7.png","4.49","7.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Valgomieji ledai ragelyje SNICKERS; M&M’S*, 2 rūšių, 59–70 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a2677d4.png","1.79","2.59","true","3","Iki 03.02 , nuo","","",""
"Maxima","Valgomieji ledai ant pagaliuko KAR KAR X GAIDELIS su sausainiais*, 52 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a2c0f12.png","0.79","1.19","true","0","Iki 03.02","","",""
"Maxima","Šaldytos surimio lazdelės tempuroje VIČI PREMIUM*, 300 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a23943b.png","3.49","3.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Šaldytų užkandžių rinkinys FINGIES AMERICAN STYLE*, 410 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a371139.png","4.39","5.49","true","3","Iki 03.02 , nuo","","",""
"Maxima","Šaldytas užkandis VIČI FOOD LUCK*, 2 rūšių, 300 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a32cc22.png","3.19","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldytos mocarelos lazdelės FINGIES*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a343018.png","2.99","3.85","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldytas sūrio užkandis FINGIES GOUDA BITES*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a3a21b9.png","2.45","3.09","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldytos krabų žnyplės VIČI iš surimio*, 245 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a388d04.png","2.69","3.29","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldytos nevirtos krevetės SUNRISE*, 800 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9aef1c9.png","11.99","19.99","false","0","1 kg – 14,99 €","-40%","",""
"Maxima","Šaldytai produkcijai DONE COOKIN*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b67a8d.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Šaldytos apkeptos bulvių skiltelės su odelėmis NATALI*, 600 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b2a5e0.png","1.29","2.15","true","2","Iki 03.02 , nuo","","",""
"Maxima","Šaldyti blyneliai VIČI su braškių įdaru*, 280 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b936ad.png","1.49","2.49","false","2","1 kg – 5,32 €","-40%","",""
"Maxima","Valgomieji ledai MAGNUM MIX MINI*, 3 rūšių, 254–276 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9b55141.png","4.49","8.99","true","0","Iki 03.02","","",""
"Maxima","Šaldytiems žuvies pusgaminiams FINDUS*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/698add4f780af.png","","","false","2","Iki 03.02 , nuo","-50%","",""
"Maxima","Sausainiams MILKA*","","2026-02-22","https://offers.maxima.lt/media/MarketingOffer/698f3206e8287.png","","","false","0","Iki 02.22","-40%","",""
"Maxima","Perkant 2 ar daugiau guminukų, šok. baton., šok. plytelių, sald. dėž., taikoma 30 % nuolaida*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb06360.png","","","false","0","Iki 02.23","-30%","",""
"Maxima","Sausainiai GAIDELIS 7 GRŪDAI*, 3 rūšių, 160 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3204d6bcc.png","0.99","1.29","true","0","Iki 02.23","","",""
"Maxima","Vafliai ROSHEN*, 3 rūšių, 216 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320bef01e.png","1.35","1.79","true","0","Iki 02.23","","",""
"Maxima","Raguolis su įdaru WELL DONE*, 3 rūšių, 2 vnt. × 60 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320c29d76.png","0.99","","false","0","1 kg – 8,25 €","","",""
"Maxima","Sausainiai su įdaru MIO & RIO*, 2 rūšių, 500 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320bbfc94.png","1.85","2.45","false","0","1 kg – 3,70 €","-24%","",""
"Maxima","VILNIAUS DUONOS arbatiniai; aguoniniai traškučiai IMK*, 2 rūšių, 300 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320b92e19.png","1.49","2.19","false","0","1 kg – 4,97 €","-31%","",""
"Maxima","Saldainiai MIGLĖ*, sveriami, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320ad3702.png","7.49","11.99","true","0","Iki 02.23","","",""
"Maxima","Saldainiai ROSHEN MILKY SPLASH*, sveriami, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320c8a796.png","5.49","7.59","true","0","Iki 02.23","","",""
"Maxima","Saldainiai su žemės riešutais ROSHEN KROCK*, sveriami, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320b3a907.png","6.29","8.99","true","3","Iki 02.23 , nuo","","",""
"Maxima","Saldainiai MILKA ALPINE MILK*, 2 rūšių, 330 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320ce592d.png","3.99","5.99","true","0","Iki 02.23","","",""
"Maxima","Karameliniai saldainiai su lazdynų riešutų kremu TOFFIFEE*, 125 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320e0af9d.png","1.99","2.89","true","0","Iki 02.23","","",""
"Maxima","Pieninis šokoladas LACMI*, 3 rūšių, 85–90 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320e409b8.png","1.29","1.89","true","2","Iki 02.23 , nuo","","",""
"Maxima","Šokoladas TOBLERONE*, 3 rūšių, 100 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320cb9139.png","1.99","3.29","true","0","Iki 02.23","","",""
"Maxima","Vaflinis batonėlis PRINCE POLO XXL*, 3 rūšių, 45 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320d782ec.png","0.49","0.79","true","0","Iki 02.23","","",""
"Maxima","Vanilės skonio zefyrų puselės PERGALĖ*, 505 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320da7ec5.png","2.79","3.99","true","0","Iki 02.23","","",""
"Maxima","Guminukai WELL DONE*, 3 rūšių, 35 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320e73748.png","0.89","1.29","true","0","Iki 02.23","","",""
"Maxima","Guminukai RED BAND*, 110 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f25053f.png","1.29","1.89","true","0","Iki 02.23","","",""
"Maxima","Pastilės MYNTHON*, 3 rūšių, 31–34 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f3123f3.png","0.69","0.89","true","0","Iki 02.23","","",""
"Maxima","Lūpdažio formos saldainis SANRIO*, 3 rūšių, 5 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a751fc7.png","1.19","1.59","true","0","Iki 03.02","","",""
"Maxima","Kramtomoji guma; saldainiai MINECRAFT*, 2 rūšių, 31–80 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a6bc435.png","0.79","0.99","true","0","Iki 03.02","","",""
"Maxima","Mini bandelės su cinamono; karamelės įdaru FAZER*, 2 rūšių, 220–240 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99fafd0c.png","1.79","2.39","false","0","1 kg ≥ 7,46 €","-25%","",""
"Maxima","Rūgštūs saldainiai su šerbetu WARHEADS*, 35 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a3b9b30.png","1.49","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Saldainiai POKEMON*, 3 rūšių, 30 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a2ddb12.png","2.49","3.49","true","0","Iki 03.02","","",""
"Maxima","Raguoliai su įdaru BAULI*, 3 rūšių, 50 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a314dee.png","0.59","0.69","true","2","Iki 03.02 , nuo","","",""
"Maxima","Keksiukai CHOC-CHIPS PAW PATROL; MINECRAFT*, 2 rūšių, 1 maiš. (5 vnt. × 25 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a35a667.png","1.49","1.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Maži kakaviniai sausainiai MAXIES*, 3 rūšių, 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a45dc77.png","0.99","1.39","true","0","Iki 03.02","","",""
"Maxima","Sausainiai KINDER CARDS*, 76,8 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a41263e.png","2.39","2.99","true","0","Iki 03.02","","",""
"Maxima","Sausainiai LOTUS BISCOFF*, 250 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a4aabec.png","2.19","2.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Sausainiai NUTELLA*, 193 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a3ecc8e.png","3.19","3.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Sausainiai MALTESERS*, 110 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a3d70a5.png","1.99","2.99","true","0","Iki 03.02","","",""
"Maxima","Maži sausainiai OREO CRUNCHIES; MILKA MINI COOKIES*, 2 rūšių, 110 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a44574a.png","1.99","2.99","true","2","Iki 03.02 , nuo","","",""
