store,title,validFrom,validUntil,image,price,oldPrice,loyaltyRequired,storeSize,description,discountInfo,productBrand,discountDescription
"Maxima","Perkant 2 ar daugiau limonadų ir giros, taikoma 25 % nuolaida*","","2026-02-22","https://offers.maxima.lt/media/MarketingOffer/698f31e9868e9.png","","","false","0","Iki 02.22","-25%","",""
"Maxima","Nealkoholinis alus CORONA CERO*, 330 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ebe6b08.png","1.29","1.55","true","0","Iki 02.23","","",""
"Maxima","Alavijų gėrimas ALEO ORIGINAL*, 1,5 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eca143f.png","2.15","2.59","true","0","Iki 02.23","","",""
"Maxima","Gazuotas gaivusis gėrimas THOMAS HENRY*, 3 rūšių, 750 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed30a00.png","3.99","4.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Natūralus negazuotas mineralinis vanduo AKVILĖ*, 2 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f282f80.png","0.59","0.95","true","0","Iki 02.23","","",""
"Maxima","Natūralus mineralinis vanduo RASA LIGHT; ETNO*, 3 rūšių, 1,5 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f2ea019.png","0.45","0.75","true","2","Iki 02.23 , nuo","","",""
"Maxima","Gaivusis gėrimas HOHES C*, 3 rūšių, 750 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f2b6fa9.png","1.19","1.49","true","2","Iki 02.23 , nuo","","",""
"Maxima","Įvairių vaisių sulčių gėrimas su vitaminais ELMENHORSTER*, 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f269ec5.png","1.29","1.65","true","0","Iki 02.23","","",""
"Maxima","Apelsinų sultys WELL DONE*, 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f34984c.png","2.19","2.49","true","0","Iki 02.23","","",""
"Maxima","Gėrimas TYMBARK*, 2 rūšių, 2 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f32f1f7.png","2.19","2.95","true","0","Iki 02.23","","",""
"Maxima","Gazuotas gėrimas PEPSI; PEPSI LIME; 7UP; MIRINDA*, 3 rūšių, 2 but. × 1,5 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f3a5342.png","2.25","","false","0","1 l – 0,75 €","","",""
"Maxima","Gazuotas gėrimas SCHWEPPES*, 2 rūšių, 1,5 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f46eee3.png","1.99","2.89","true","0","Iki 02.23","","",""
"Maxima","Gazuotas vaisių skonio gėrimas TICHĖ GAJA*, 2 rūšių, 1,5 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f3de17a.png","0.95","1.85","true","0","Iki 02.23","","",""
"Maxima","BISTRAMPOLIO DVARO gira*, 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f41ce41.png","1.99","2.75","true","0","Iki 02.23","","",""
"Maxima","Energinis gėrimas CULT*, 3 rūšių, 500 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f438127.png","1.09","1.69","true","0","Iki 02.23","","",""
"Maxima","Nealkoholinis šviesusis KALNAPILIO alus*, 500 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f3c36d7.png","0.79","1.09","true","0","Iki 02.23","","",""
"Maxima","Gazuotas gaivusis gėrimas FANTA, egzotinių vaisių skonio*, 2 skard. × 330 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e7fd13.png","1.79","","false","0","1 l – 2,71 €","","",""
"Maxima","Gazuotas gaivusis gėrimas WARHEADS*, 3 rūšių, 330 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99ee9289.png","1.39","2.15","true","3","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gėrimas COCA-COLA ZERO CAFFEINE; COCA-COLA CHERRY*, 2 rūšių, 2 skard. × 330 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e597c3.png","1.49","","false","0","1 l – 2,25 €","","",""
"Maxima","Gazuotas funkcinis gėrimas POPPI*, 2 rūšių, 355 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e3090e.png","2.29","2.99","true","3","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gaivusis gėrimas DR. PEPPER BLACKBERRY*, 355 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99ed2301.png","1.49","2.25","true","2","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gėrimas DON SIMON*, 2 rūšių, 330 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99eaa24b.png","0.99","1.39","true","2","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gėrimas KOOL-AID*, 3 rūšių, 355 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e44549.png","1.99","2.49","true","3","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gaivusis gėrimas BUNDABERG*, 3 rūšių, 375 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e95807.png","1.99","2.65","true","2","Iki 03.02 , nuo","","",""
"Maxima","Gazuotas gėrimas KAZBEGI*, 2 rūšių, 1 l","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b99e6da9f.png","1.99","2.95","true","0","Iki 03.02","","",""
"Maxima","Įvairių vaisių nektaras GRANINI*, 1 l","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f991a18c.png","1.99","3.65","false","0","Iki 03.02","-45%","",""
"Maxima","Gazuotas gėrimas PEPSI; PEPSI MAX; MIRINDA; 7UP*, 4 rūšių, 4 skard. × 330 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9983166.png","1.99","","false","0","1 l – 1,50 €","","",""
"Maxima","Nealkoholinis UTENOS alaus kokteilis RADLER*, 3 rūšių, 500 ml","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a0f244.png","0.75","1.39","false","0","1 l – 1,50 €","-46%","",""
"Maxima","Paruošta vartoti košė SEMPER*, 3 rūšių, 120 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320f32117.png","1.45","2.09","true","0","Iki 02.23","","",""
"Maxima","Sauskelnės-kelnaitės PAMPERS PANTS MEGA PACK*,3 rūšių, 5; 4; 6 dydžiai, 1 dėž. (96; 108; 84 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320eccb65.png","25.19","41.99","false","0","1 vnt. ≥ 0,23 €","-40%","",""
"Maxima","Sauskelnės PEPPINS PREMIUM*, 3 rūšių, 4; 5; 3 dydžiai, 1 pak. (50; 44; 35 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320e9e7ad.png","7.69","10.99","false","2","1 vnt. ≥ 0,15 €","-30%","",""
"Maxima","Pudra kūdikių odos priežiūrai BÜBCHEN*, 80 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320f92c29.png","4.49","6.49","true","3","Iki 02.23 , nuo","","",""
"Maxima","Ekologiški kukurūzų žiedai; užkandis; morkų lazdelės ORGANIX*, 3 rūšių, 6–7+ mėn., 20 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a76eb89.png","1.39","1.99","true","0","Iki 03.02","","",""
"Maxima","Pilno grūdo užkandis GOODIES DINO PUFFS*, 36+ mėn., 30 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a7a74b4.png","1.89","3.19","true","2","Iki 03.02 , nuo","","",""
"Maxima","Avižiniai batonėliai GOODIES*, 2 rūšių, 36+ mėn., 1 dėž. (6 vnt. × 23 g)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a738bdb.png","4.19","6.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Avižinis batonėlis GOODIES*, 2 rūšių, 36+ mėn., 23 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a6a1daf.png","0.99","1.39","true","3","Iki 03.02 , nuo","","",""
"Maxima","Tyrelė GOODIES*, 2 rūšių, 36+ mėn., 100 g","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a6f1593.png","1.29","2.19","true","2","Iki 03.02 , nuo","","",""
"Maxima","Konservuotas šunų ėdalas CANIS MAJOR*, 3 rūšių, 1,25 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f321030f6f.png","2.29","3.29","true","2","Iki 02.23 , nuo","","",""
"Maxima","Sausas šunų ėdalas ARDOUR*, 3 rūšių, 1,5 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3206b7efb.png","5.49","7.99","true","0","Iki 02.23","","",""
"Maxima","Konservuotas kačių ėdalas PURINA FELIX*, 3 rūšių, 1 pak. (4 vnt. × 85 g)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32068f793.png","1.69","2.39","true","0","Iki 02.23","","",""
"Maxima","Sausas kačių ėdalas PURINA ONE*, 3 rūšių, 800 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32063fde5.png","4.59","6.59","true","0","Iki 02.23","","",""
"Maxima","Kačių skanėstas DREAMIES*, 3 rūšių, 60 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32059261a.png","1.35","1.95","true","0","Iki 02.23","","",""
"Maxima","Silikagelio kraikas katėms LOVETT*, 3,8 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f3205bb58a.png","2.99","4.69","true","0","Iki 02.23","","",""
"Maxima","Konservuotam kačių ėdalui WHISKAS*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f98488d5.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Šunų ėdalui ir skanėstams PEDIGREE*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f980a470.png","","","false","0","Iki 03.02","-40%","",""
"Maxima","Dantų pasta LACALUT ACTIV*, 75 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e99b2a2.png","2.55","3.95","true","0","Iki 02.23","","",""
"Maxima","Burnos priežiūros priemonėms COLGATE*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e8c3be8.png","","","false","0","Iki 02.23","-35%","",""
"Maxima","Dažomasis plaukų kremas PALETTE SCHWARZKOPF*, 3 rūšių, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e972728.png","3.29","5.49","true","2","Iki 02.23 , nuo","","",""
"Maxima","Plaukų dažai L’OREAL CASTING CREME GLOSS*, 3 rūšių, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e960a6e.png","7.09","10.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Rutulinis; purškiamasis dezodorantas NIVEA BLACK & WHITE*, 3 rūšių, 50–150 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e92067d.png","3.09","5.15","true","0","Iki 02.23","","",""
"Maxima","Balzamas po skutimosi VĖJAS*, 150 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e90b5d0.png","2.55","4.29","true","0","Iki 02.23","","",""
"Maxima","Plaukų priežiūros priemonėms SCHAUMA SCHWARZKOPF*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e8eb220.png","","","false","0","Iki 02.23","-35%","",""
"Maxima","Muilams ir dušo želėms PALMOLIVE*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e9df9e7.png","","","false","0","Iki 02.23","-35%","",""
"Maxima","Skystojo muilo papildymas NEUTRAL*, 500 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea7f2e3.png","3.59","4.49","true","2","Iki 02.23 , nuo","","",""
"Maxima","Gabalinis tualetinis muilas DOVE*, 3 rūšių, 90 g","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea6cc90.png","0.89","1.29","true","0","Iki 02.23","","",""
"Maxima","Higieniniai įklotai DISCREET*, 3 rūšių, 1 dėž. (100 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea43696.png","3.69","5.69","true","0","Iki 02.23","","",""
"Maxima","Higieniniai paketai ALWAYS ULTRA*, 3 rūšių, 1 pak. (32; 40; 28 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea0073c.png","4.79","7.99","true","0","Iki 02.23","","",""
"Maxima","Popieriniai rankšluosčiai ZEWA WISCH & WEG*, 2 rūšių, 2 sluoksnių, 1 pak. (2–4 rit.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea9a069.png","2.69","5.49","true","0","Iki 02.23","","",""
"Maxima","Tualetinis popierius ZEWA MOLL*, 3 sluoksnių, 1 pak. (12 rit.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eae7b74.png","3.99","7.99","false","0","1 rit. – 0,33 €","-50%","",""
"Maxima","Plaukų priežiūros priemonėms SYOSS*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a3f341.png","","","false","0","Iki 03.02","-50%","",""
"Maxima","Tualetinis popierius GRITE ORCHIDEA*, 3 sluoksnių, 2 pak. × 1 pak. (8 rit.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f99eaa5b.png","4.29","","false","0","1 rit. – 0,26 €","","",""
"Maxima","Skalbiamosios kapsulės ARIEL*, 3 rūšių, 1 pak. (38; 44 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e9b655b.png","16.69","25.69","true","0","Iki 02.23","","",""
"Maxima","Skystasis skalbiklis RINGUVA PLIUS 3 IN 1*, 2 l (40 skalb.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31e9cbb33.png","5.89","8.49","true","0","Iki 02.23","","",""
"Maxima","Dėmių valiklis VANISH OXI ACTION*, 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea15aac.png","4.35","7.29","true","0","Iki 02.23","","",""
"Maxima","Skalbimo actas MAYERI*, 500 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea2e90d.png","3.49","4.99","true","3","Iki 02.23 , nuo","","",""
"Maxima","Skalbinių minkštiklis COCCOLINO*, 3 rūšių, 1,7 l (68 skalb.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ea595e0.png","4.49","6.99","true","0","Iki 02.23","","",""
"Maxima","Skalbinių minkštiklis FROSCH*, 2 rūšių, 1 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ead17b6.png","2.09","2.99","true","0","Iki 02.23","","",""
"Maxima","Indaplovių kapsulės FAIRY*, 1 pak. (71 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb34f0a.png","14.89","29.79","true","0","Iki 02.23","","",""
"Maxima","Indų ploviklis FAIRY*, 3 rūšių, 1,35 l","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eaae28b.png","4.39","6.29","true","0","Iki 02.23","","",""
"Maxima","Kalkių; riebalų; vonios valiklis KH-7*, 3 rūšių, 750 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb4c490.png","3.59","5.59","true","2","Iki 02.23 , nuo","","",""
"Maxima","Oro gaiviklis AIR WICK*, 2 rūšių, 300 ml","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31eb1f513.png","2.29","3.29","true","0","Iki 02.23","","",""
"Maxima","WC valiklis-gaiviklis BREF*, 2 rūšių, 1 pak. (3 vnt.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9a54328.png","3.49","6.99","false","0","1 vnt. – 1,16 €","-50%","",""
"Maxima","Skalbimo milteliai BONUX*, 3 rūšių, 1,17 kg (18 skalb.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f97eab79.png","3.29","5.49","true","0","Iki 03.02","","",""
"Maxima","Skalbiamieji lapeliai K2R**, 2 rūšių, 1 dėž. (22; 18 vnt.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9834d3e.png","3.99","7.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Perkant 2 ar daugiau automobilių žieminių langų skysčių, taikoma 50 % nuolaida*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f7b783b.png","","","false","0","Iki 02.23","-50%","",""
"Maxima","Atsuktuvų rinkinys STALWART*, 1 rink. (2 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f79b762.png","1.39","2.79","true","2","Iki 02.23 , nuo","","",""
"Maxima","Matavimo juosta STALWART*, 5 m, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f6dd945.png","2.49","4.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Barzdaskutė HENSKE*, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f841ca6.png","13.99","24.99","true","0","Iki 02.23","","",""
"Maxima","Belaidės ausinės WESTROM*, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f8d836d.png","14.99","24.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Belaidė kolonėlė WESTROM*, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f87e65e.png","8.99","15.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Elektroninės virtuvinės svarstyklės TEFAL*, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f85e508.png","14.99","24.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Vaflinė HENSKE*, 1200 W, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f93e463.png","21.99","44.99","true","0","Iki 02.23","","",""
"Maxima","Rankinis trintuvas HENSKE*, 800 W, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f82356e.png","19.99","39.99","true","0","Iki 02.23","","",""
"Maxima","Plastikinis dubuo HOME EXPERT*, 2 rūšių, 15 l, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f91fed5.png","2.99","5.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Oro gruzdintuvės padėklas UNIWELL*, 21 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f89c7f8.png","2.99","4.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Dubenėlis su rankenomis ILAJA HYGE*, 420 ml, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f901d1a.png","2.99","4.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Konstruktorius LEGO SKAIČIŲ TRAUKINYS*, Nr. 10954, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f8ba50a.png","13.99","19.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Konstruktorius LEGO ŽAISMINGA KATĖ*, Nr. 31163, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f22f862.png","18.19","25.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Konstruktorius LEGO AUGINTINIŲ AKSESUARŲ PARDUOTUVĖ*, Nr. 42650, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f1c0d79.png","32.19","45.99","true","3","Iki 02.23 , nuo","","",""
"Maxima","Modelino rinkinys GRAFIA PLUS*, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f18d800.png","5.99","11.99","true","0","Iki 02.23","","",""
"Maxima","Purškiamųjų rašiklių rinkinys STITCH*, 1 rink.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f15d009.png","3.59","5.99","true","0","Iki 02.23","","",""
"Maxima","Masažinių kamuoliukų rinkinys CORUBA*, 1 rink. (2 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f143476.png","3.99","6.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Aerobikos pakyla*, 68 × 28 × 10–15 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f1a6eef.png","12.99","20.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Pratimų juostų rinkinys CORUBA*, 1 rink (3 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f1d941a.png","3.99","6.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Jogos kilimėlis CORUBA*, 183 × 61 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f1f2e21.png","7.99","15.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Kilimėlis ELDORADO HOME*, 2 spalvų, 50 × 80 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f174f13.png","3.99","7.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Kilimėlių rinkinys HOME EXPERT*, 2 spalvų, 45 × 75 cm; 45 × 45 cm, 1 rink. (2 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f216a6e.png","6.99","12.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Elementai WESTROM*, 2 rūšių, AAA; AA, 1 pak. (8 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f29c79b.png","1.99","3.49","true","2","Iki 02.23 , nuo","","",""
"Maxima","Metalinės pakabos HOME EXPERT*, 1 pak. (20 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f2d0f10.png","3.99","7.99","true","0","Iki 02.23","","",""
"Maxima","Pledas ELDORADO HOME*, 2 rūšių, 200 × 220 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320d4d384.png","11.99","19.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Moteriška pižama SEVEN LEMON*, S–XL dydžiai, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320d1da70.png","7.99","13.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Pėdkelnėms, puskojinėms ir kojinaitėms INCANTO*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320dd2762.png","","","false","0","Iki 02.23","-40%","",""
"Maxima","Sportinės kojinės PUMA*, 3 rūšių, 39–42; 43–46 dydžiai, 1 pak. (3 poros)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320fc069e.png","5.39","8.99","true","0","Iki 02.23","","",""
"Maxima","Šluostės-kempinės iš celiuliozės HOME EXPERT*, 2 rūšių, 1 pak. (5 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320f059b1.png","1.79","2.99","true","3","Iki 02.23 , nuo","","",""
"Maxima","Indų plovimo kempinės VILEDA*, 1 pak. (20 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320fed106.png","2.49","5.39","true","0","Iki 02.23","","",""
"Maxima","Maišeliai šunų ekskrementams LOVETT*, 1 pak. (3 rit. × 30 vnt.)","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f32105ede5.png","1.79","2.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Inkilas HAPPY TAILS*, 14 × 14 × 24 cm, 1 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f320f614a2.png","4.49","7.99","true","2","Iki 02.23 , nuo","","",""
"Maxima","Popieriniai šiaudeliai ELEMENTS SENSE*, 2 rūšių, 1 pak. (24 vnt.)","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/6980b9a6d64f8.png","0.49","0.99","false","0","1 vnt. – 0,02 €","-50%","",""
"Maxima","Prekėms SPONTEX*","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f9ac72f3.png","","","false","0","Iki 03.02","-50%","",""
"Maxima","Pagalvė DORMEO*, 50 × 70 cm, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f985a05c.png","14.99","29.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Pagalvė DORMEO*, 40 × 60 cm, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f989683e.png","29.99","59.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Antklodė DORMEO*, 140 × 200 cm, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f988499e.png","26.99","54.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Antklodė DORMEO*, 200 × 200 cm, 1 vnt.","","2026-03-02","https://offers.maxima.lt/media/MarketingOffer/69845f986e6bc.png","34.99","69.99","true","2","Iki 03.02 , nuo","","",""
"Maxima","Alstremerijų puokštė*, 50 cm, 1 puokštė – 7 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ece68eb.png","4.49","6.49","false","0","1 vnt. – 0,64 €","-30%","",""
"Maxima","Narcizų puokštė*, 35 cm, 1 puokštė – 30 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ed05c61.png","2.99","4.99","false","2","1 vnt. – 0,10 €","-40%","",""
"Maxima","Tulpių puokštė*, 35 cm, 1 puokštė – 9 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31ec78896.png","3.99","5.99","false","0","1 vnt. – 0,44 €","-33%","",""
"Maxima","Pilnavidurių tulpių puokštė*, 35 cm, 1 puokštė – 35 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f55eaf6.png","14.99","24.99","false","2","1 vnt. – 0,43 €","-40%","",""
"Maxima","Alstremerijų puokštė*, 50 cm, 1 puokštė – 7 vnt.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f4e041f.png","4.49","6.49","false","0","1 vnt. – 0,64 €","-30%","",""
"Maxima","Vazoninė gėlė kalankė*, įvairių spalvų, 1 vaz.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f126006.png","1.49","2.99","false","0","Iki 02.23","-50%","",""
"Maxima","Vazoninė gėlė orchidėja*, 1 vaz.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f10d731.png","8.99","13.99","false","0","Iki 02.23","-35%","",""
"Maxima","Vazoninė gėlė hiacintas*, 2 rūšių, 1 vaz.","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f0a2b7c.png","2.29","3.49","false","0","Iki 02.23","-34%","",""
"Maxima","KAKTUSAMS, SUKULENTAMS IR JŲ KOMPOZICIJOMS*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f0eb124.png","","","false","2","Iki 02.23 , nuo","-40%","",""
"Maxima","Geltonųjų svogūnų sėjinukai STUTTGARTER; STURON*, 2 rūšių, sveriami, 1 kg","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f060f4b.png","2.79","4.99","false","0","Iki 02.23","-44%","",""
"Maxima","Perkant 2 ar daugiau sėjamųjų sėklų, taikoma 40 % nuolaida*","","2026-02-23","https://offers.maxima.lt/media/MarketingOffer/698f31f08c9a7.png","","","false","0","Iki 02.23","-40%","",""
