store,title,validUntil,image,price,oldPrice,loyaltyRequired,storeSize,description,discountInfo,productBrand,discountDescription
"IKI","VISO GRŪDO ruginė duona","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-103.jpg","1.39","1.75","true","3","400 g, 3,48 Eur/kg","-20%","",""
"IKI","Duonai MORTA","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-104.jpg","","","true","0","450 g, 500 g, 5 rūšių","","",""
"IKI","Produkcijai KLAIPĖDOS DUONA","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-105.jpg","","","true","3","Įvairių rūšių","","",""
"IKI","Duonai ir duonelėms TOSTE","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-106.jpg","","","true","0","10 rūšių. Ir IKI EXPRESS","","",""
"IKI","PIENIŠKAS batonas","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-107.jpg","0.59","0.79","true","3","350 g, 1,69 Eur/kg","-25%","",""
"IKI","Šakotis SVIESTINUKAS","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-108.jpg","16.79","20.99","true","3","1 kg","-20%","",""
"IKI","DZŪKIJOS sausainiams","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-109.jpg","","","true","0","Įvairių rūšių. Ir IKI EXPRESS","","",""
"IKI","IKI ŪKIS sausainiams","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-110.jpg","","","true","3","140 g, 150 g, 200 g, 6 rūšių","","",""
"IKI","Kietasis sūris VALIO FORTE CLASSICO","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-111.jpg","7.99","9.99","true","3","500 g, 15,98 Eur/kg","-20%","",""
"IKI","Pelėsiniams sūriams GORGONZOLA, AZUL BLUE","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-112.jpg","","","true","3","100 g, 200 g, 2 rūšių","","",""
"IKI","BILLA PREMIUM sūriams","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-113.jpg","","","true","0","9 rūšių. Ir IKI EXPRESS","","",""
"IKI","Ledams dėžutėse BEN & JERRY’S","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-114.jpg","","","true","0","7 rūšių. Ir IKI EXPRESS","","",""
"IKI","Ledai vafliniame puodelyje KAR KAR","Galioja: 02.16 - 02.22","https://iki.lt/wp-content/uploads/2026/02/13/20260216-115.jpg","0.83","1.19","true","3","130 ml, 2 rūšių, 6,38 Eur/l","-30%","",""
